label,text,is_valid
negative,"Salvage is the worst so called horror film I've ever seen. There is nothing remotely horrific about it. It doesn't deserve to be in a genre so fine. First of all i don't see how so many people can think this piece of crap such a great movie. If I wrote something as boring and utterly ridiculous as this i would be laughed at and too embarrassed to subject others to the stupidity of it. Second: the acting is terrible and the lead actress is excruciatingly ugly. Third: the story sucks, its been used before, and the excuse that its a cheap movie is no excuse. Read the summery on the back of the case, it reveals the whole story. I do not recommend that you watch this movie unless you have 80 minutes to waste on something that will leave you regretting that you watched it. I feel really bad for those Crooks and the irony of their name. All hail Anthony Perkins!!!!!!!!!",True
negative,"Disney has yet to meet a movie it couldn't make at least two sequels about. And this one was no exception to the people at Disney to give a weak story to receive a quick reward. Somehow, although I did not pay to view it, I feel cheapened by watching it.<br /><br />Ariel is grown up now and had a daughter. Yet doesn't allow the daughter to go into the sea because of some idle threat made by the sister of the deceased sea-witch. So here we go again.<br /><br />The daughter is tricked (of course) and helps the sea-witch. After a not-so-glorious battle, she is defeated and the mermaids and humans live in harmony. Yawn.<br /><br />There is nothing to view here. Go back to your lives. ""D-""",True
negative,"I watched this movie with some friends a couple months ago, I still laugh today thinking about some of the utter stupidity. The first few scenes alone were hilarious. I won't spoil anything for those who wish to see it, I wouldn't want to ruin the laughs. Needless to say the entire time I watched this movie I was trying to figure out exactly what the point of anything the characters in this movie were doing. Towards the end we all got bored however, as the initial hilarity and shock of a movie being this random wore off. There is no plot and not a trace of decent acting. The characters are about as well developed as those in a kindergarten ""Learn to Read"" book. They even managed to make a lesbian sex scene uninteresting.",True
positive,"Lately I have been watching a lot of Tom Hanks films and old Chaplin films and even some of Rowan Atkinson's early Bean performances, and it seems that all of them have their own unique charm that permeates throughout their work, something that allows them to identify with audience members of all ages, in a way that just makes you feel good. A Bug's Life has that same charm, it has a connection with real life that allows us to easily suspend disbelief and accept a lot of talking insects, because even though they talk, they still ACT just like real bugs. It's like the team that made the movie found a way to bring us into the mind of a child and allow us to think like them, to imagine bugs the way a young mind does.<br /><br />Honey, I Shrunk The Kids was one of my favorite films when I was younger, and to me, A Bug's Life is like a more realistic version of that movie, if only because the animation is so breathtaking and this style of story-telling just opens up so many more narrative possibilities. I try not to compare it to something like Toy Story (which I still maintain is the best computer animated film ever made), because the story of A Bug's Life is not quite as good as Toy Story's, but then again, almost nothing is. The important thing is that it is still wonderful fun. <br /><br />The story concerns a colony of hard working bugs who have an impressively developed society, mostly geared around building a harvest of food, most of which will go to the tyrannical grasshoppers, vastly superior in strength and general meanness, and hopefully still leave enough left over for the bugs to make it through the winter. We are treated to some visits from the grasshoppers, who make it clear that if the bugs provide an unsatisfactory quantity of food, the consequences will be dire. And incidentally, the similarities between this crippling level of food extraction is strikingly similar to Mao Tse-tung's vicious forcing of food from his own people during the ""Great Leap Forward""<br /><br />The fun and excitement begins when Flik, the main character, sets off on a quest to find a gang of appropriate warrior bugs to come back and help defend the colony against the grasshoppers. You see, he spilled all of the amassed food and placed everyone in great danger, so he feels it's his responsibility, but he inadvertently ends up hiring a struggling group of insect circus performers. Great for the audience, not so great for the safety of the clan. <br /><br />The movie was released back in the late 90s, when so many films seemed to have been coming out in twos, like Armageddon and Deep Impact, Independence Day and The Arrival, A Bug's Life and Antz, etc. Comparisons between A Bug's Life and Antz are inevitable, although it seems clear to me that A Bug's Life is by far the superior film, and not only because it doesn't star Woody Allen stuttering and whining through the lead role. This is great family fun!",True
negative,"First of all; it's very dilettantish to try describe way of history only from positions of guns, germs and steel. The same tried to do Marxists from economical positions.<br /><br />The reason of Western success can't be just dumb luck, the advantages of domesticated plants and animals. We see, that all around the world any advantages and bonuses are complete useless if they aren't wisely managed. In the Japan there isn't huge natural resources, but Japan is one of the top world economies, the same situation in Singapore, but in Nigeria, country with rich oil resources, there are only middle-low success. Both of this nations had and still have access to Western technology and inventions, but why such gap? <br /><br />In the end of movie Daimond declared, that it's very important to understand factors of guns, germs and steel, to UNDERSTAND. Maybe the main factor of world's difference is not geography, but people ability to understand and use things? The mental ability to understand. And in this case geography is only subordinated.",True
positive,"One of the best Tarzan films is also one of its most action packed (and graphic).<br /><br />Picking up a year or so after Tarzan the Ape Man, Niel Hamilton's Holt has asked a rich friend to finance a safari back to the elephants graveyard to collect ivory. His Friend arrives also carrying dresses and perfumes that Holt hopes to use to win Jane back from Tarzan. Before they can leave Holt finds his map stolen and it becomes a mad dash to try and capture a competing expedition. When they finally over take the thieves they find the whole party dead and themselves surrounded. They have no choice but to fight their way out and soon find they are out of the frying pan and into the fire. Eventually Tarzan and Jane show up and everyone is off on even more adventures.<br /><br />Infamous film was heavily censored to reduce the graphic violence (Its graphic even by todays standards. It probably would get a PG 13) and to remove all hint of nudity, (there is a several minute long nude swim scene involving Jane that is full frontal in its nudity, it was only recently restored). Its clear watching the restored version why this film was reduced by 20 minutes in its run time for TV. As it stands in its restored version this is a very adult film that is romantic, touching, action filled and everything else that a movie should be. Its an amazing film by almost any standard. Best of all its the sort of film that plays well both as a stand alone adventure, one need not to have seen the first film to enjoy it, but its also a film that deepens the characters and themes that were set up in that original film. Its an amazing thing.<br /><br />I really like this film a great deal.<br /><br />If there are any flaws to the film, its perhaps that the film hasn't aged well. The rear screen is often very obvious, there are gorilla suits for many of the apes and some of the other effects are more quaint rather than convincing. However on almost every other level this film is top notch.<br /><br />You really owe it to yourself to see this. Make yourself a big bowl of popcorn and curl up on the couch and just let yourself drift back to a simpler time. This is one of the great adventures.",True
negative,"This has to be the cheapest film made in 21st century. It is all the way low quality, but at the end it falls below... everything. All the cheap tricks - like flashing and darkness - are used to hide those crappy computer effects.<br /><br />All the actors are below average, especially the main character Anne Fletcher (Simmone Mackinnon). There is a scene, where Anne is asked: ""Why you seem so careless?"" The correct answer is, because she can't act. No matter what happens (the world is about to be destroyed, her friend is dying, she is fired), she has the same stupid grin in her face.<br /><br />It is not only the movie, which is B -quality. It is also the back cover description (at least in Finland). The text mentions things like Lorica Gray -vessel, Capital -vessel and main character Garrison Harper and Anna (not Anne) Fletcher. The description sounds like a different movie, both featuring character called Fletcher and sea monsters",True
negative,"This complete mess of a movie was directed by Bill Rebane, the man partly responsible for the truly infamous anti-classic Monster a-Go Go. As I was nearing the end of The Cold I came to the unbelievable conclusion that this film was in fact even worse than that 60's shocker. The story  such as it is  is about three eccentric millionaires who invite a group of people to their remote mansion to play a series of macabre games. Whoever manages to last the pace and survive to the end will win $1,000,000. It's a very simple plot but Rebane still somehow manages to make proceedings verge on incomprehensible. Things happen. Characters are completely forgotten about. Nothing makes too much sense. And then it ends. Weirdly. I mean what the hell was that ending all about exactly? I guess you are left to draw your own conclusions. Production values and acting are without question of a pornographic movie standard. In truth Pamela Rohleder (Shelly) isn't even that good. She is so unbelievably terrible she's compelling. Sadly the same thing cannot be said about this crap-fest as a whole, it's just a bargain basement rotter.",True
positive,"Superb cast, more please!<br /><br />If you can catch just about anything else written by Plater (or starring these wonderful actors). For anyone who doesn't know Plater has a real feeling for jazz, my recommendation is to see the 'Beiderbecke' trilogy whenever you can.<br /><br />""There's three kinds of jazz - Hot, Cool and 'What time does the tune start?'""",True
negative,"I don't know why I'm commenting this stupid reality-show I happened to watch a few episodes of(a cable marathon broadcast when they aired 5 episodes in a row or something,I didn't watch the entire thing though.Only like three episodes)as I was nine months pregnant and about to go into labor any day.Maybe I'm just bored today:-)<br /><br />I feel sorry for Britney,I really do.For all her money and fame she seem to have very little sense of dignity.Or she's self-centered to the extreme.She married the nitwit Federline(okay anybody can make a mistake) and before that she ""starred"" this horrible show about her everyday life with him,where she shoves a camcorder wherever she feels like it,no matter if it is in someone's face or into the shower as Federline is standing in there. She's babbling about her sex-life without leaving anything to your imagination,I don't care for my part,but I can't help wondering how she feels about it now when she's divorced.And yes,for her sake I'm embarrassed.But I shouldn't be.She seem to live a pretty empty,shallow life though.I don't want to swap lives with her even if I could. Road-kill TV if you like.",True
negative,"Of the three titles from Jess Franco to find their way onto the Official DPP Video Nasty list (Devil Hunter, Bloody Moon and Women Behind Bars) this is perhaps the least deserving of notoriety, being a dreadfully dull jungle clunker enlivened only very slightly by a little inept gore, a gratuitous rape scene, and loads of nudity.<br /><br />Gorgeous blonde Ursula Buchfellner plays movie star Laura Crawford who is abducted by a gang of ruthless kidnappers and taken to a remote tropical island inhabited by a savage tribe who worship the 'devil god' that lurks in the jungle (a big, naked, bulging-eyed native who likes to eat the hearts of nubile female sacrifices).<br /><br />Employed by Laura's agent to deliver a $6million ransom, brave mercenary Peter Weston (Al Cliver) and his Vietnam vet pilot pal travel to the island, but encounter trouble when the bad guys attempt a double-cross. During the confusion, Laura escapes into the jungle, but runs straight into the arms of the island's natives, who offer her up to their god.<br /><br />Franco directs in his usual torpid style and loads this laughable effort with his usual dreadful trademarks: crap gore, murky cinematography, rapid zooms, numerous crotch shots, out of focus imagery, awful sound effects, and ham-fisted editing. The result is a dire mess that is a real struggle to sit through from start to finish (It took me a couple of sittings to finish the thing), and even the sight of the luscious Buchfellner in all of her natural glory ain't enough to make me revisit this film in a hurry.",True
negative,"I got all excited when I saw the ads for this movie because I recently read the book and really enjoyed it. The movie, however, did not meet my expectations. Having read the book recently prepared me for big let down as often happens when stories are translated into movies. The characters didn't seem to fit very well with the book. The direction was weak. I had a hard time getting into the characters. There wasn't a real connection with the viewer about what was going on. The dialog didn't explain adequately what was happening. It just seemed slapped together and rushed through. All in all I was very disappointed with the movie. I suppose if you haven't read the book, it might be ok by itself. At the very least, it might entice you to read the book, which you'll probably enjoy more.<br /><br />",True
positive,"New York, I Love You is a collective work of eleven short films, with each segment running around 10 minutes long. The shorts don't exactly relate but they all have something in common, love. Every short is about finding love, either if it's about a couple or just two strangers chitchatting.The film stars an ensemble cast, among them Shia LaBeouf, Natalie Portman, Hayden Christensen, Orlando Bloom, Chris Cooper, Andy Garcia, Christina Ricci, Irrfan Khan, Robin Wright Penn, Julie Christie, Ethan Hawke, Bradley Cooper, Rachel Bilson, and Anton Yelchin. With such a stellar cast and such an interesting premise, I was expecting a tremendous film; the problem is New York I Love You doesn't add up. It remains the sum of its parts. Some of the segments are funny, original and interesting but others are so meaningless (Orlando Bloom/Christina Ricci and Ethan Hawke/Maggie Q segments) that it's appalling. The film is definitely uneven and has a very experimental tone. Story-wise, it seems like something a few film students could put together. Having said that, the film has some great moments as well, one of the best being the segment about an old couple, played by Eli Wallach and Cloris Leachman, walking along in Brooklyn on their 67th wedding anniversary. And it's moments like this, that made me as a viewer, wish the film was more consistent, because, there's a lot of potential here. But, as unsatisfying as the overall story ends up being, for me, the cinematography and soundtrack saved the all thing. The editing was perfect, the way the film was shot was very impressive and the ethereal soundtrack, couldn't be more fitting. In the end, New York I Love You feels like an experimental film, and as in most experiences there's highs and lows. It's how one looks at the film as a whole that will determine if he enjoys it or not. It might be worthwhile for some and a waste of time for others.<br /><br />7/10",True
negative,"Movie didn't have much plot and was uninteresting. Basically you spend a lot of time watching people paint. Also it's very difficult to hear or understand the dialogue -- partially because of the accents, but also because words are mumbled.",True
negative,"This movie is one of the most wildly distorted portrayals of history. Horribly inaccurate, this movie does nothing to honor the hundreds of thousands of Dutch, British, Chinese, American and indigenous enslaved laborers that the sadistic Japanese killed and tortured to death. The bridge was to be built ""over the bodies of the white man"" as stated by the head Japanese engineer. It is disgusting that such unspeakable horrors committed by the Japanese captors is the source of a movie, where the bridge itself, isn't even close to accurate to the actual bridge. The actual bridge was built of steel and concrete, not wood. What of the survivors who are still alive today? They hate the movie and all that it is supposed to represent. Their friends were starved, tortured, and murdered by cruel sadists. Those that didn't die of dysantry, starvation, or disease are deeply hurt by the movie that makes such light of their dark times.",True
positive,It's this sort of movie that you try and imitate. By attempting to realise something... then flying through the air almost immediately. I'd like to do that and I know you would too!<br /><br />Great stuff!,True
positive,"We saw the silent version of this film, and it is quite simply shimmeringly beautiful. It's quite hard to see how a sound version could have been created, since it is shot with pure silent technique, long wordless sweeps of narrative without a single intertitle -- save for a few disconcerting sequences where Louise Brooks, playing a French typist, is quite visibly speaking in English... The only section that obviously cries out for sound is the final scene, where Brooks is watching the rushes for her test 'for a sound film': footage which plays constantly in the background as the action unfolds, with her mouth moving in ceaseless soundless song. I was unsurprised to learn afterwards that this passage alone in the talkie version had been hailed as an exemplar of new technique! <br /><br />In the sunny beauty of its opening scenes and the fairy-tale inevitability of what follows, the film resembles a dream. As a 'Louise Brooks movie' it was not at all what I was expecting, either from her Hollywood comedies or from G.W.Pabst's German melodramas: I found the idiom more fluent and enjoyable than either, and Brooks herself is a different creature, a sturdy laughing young animal rather than a shop-window vamp or manipulated doll.<br /><br />But what gives this film greater depth than at first appears is the unexpected second half; repelled by the rich parasites who cluster around her beauty, the pauper princess returns to a tear-stained reunion with her humbly-born true love... and the tale might very well have been ended there. Fairy-tale, however, turns to tragedy. The dilettante Grabovsky, confident in his ability to manipulate the woman he desires, is yet all too correct in his self-interested prediction -- the young lovers cannot make each other happy -- and André, ironically, was right to mistrust the social influence of beauty contests: after the intoxication of her moment's glory, Lucienne frets herself to despair over the humdrum routine of married life while her husband, in turn, is driven wild by any reminder of the whole affair. If it were a simple case of a mis-matched marriage, that would be one thing... but the true tragedy is that they do love each other.<br /><br />In many ways ""Prix de Beauté"" reminds me of Murnau's ""Sunrise"". But if so, the fairground and photographer scenes here would form a distorted mirror-image of the joyous reconciliation in ""Sunrise""; no dream but an alienating nightmare. And the following dawn brings not a miraculous reunion but an empty bed and deserted home. Leaving a letter to say that she loves him and will always love him, Lucienne vanishes again from André's life in quest of brightness and freedom; and this time she will never come back.<br /><br />Gossip columns confirm all André's worst convictions, as he learns of his wife's whereabouts through reports coupling her name with Grabovsky. When the young workman penetrates at last to the lavish sanctum of the screening-room, it is with drawn gun -- to be greeted by the sight of his rival courting and caressing a laughing Lucienne, the same woman who had pledged her undying affection as she left him. He kills her, but even as he kills is transfixed by the living image on screen, Lucienne in all her transformed glory as he never saw her. The two women are juxtaposed in an endless, powerful moment, as André is seen, seized, unresisting, and pulled away: the dying girl and her singing self still projected above, caught unknowing out of time into celluloid eternity, playing on unconscious of life or death or love beneath her...<br /><br />The main jarring element in the film is the character of André's co-worker Antonin, who appears to serve no role throughout other than to be the licensed butt of his contemporaries' malice. He is the ugly one who can never get the girl, the ungainly wimp who is tripped and tormented in the washrooms and at work, and must take it all with an uncertain ingratiating smile in his fruitless hope for social acceptance: a typical product of the bullying of the more gifted and popular, in other words, but one the audience is apparently being invited to laugh at along with his tormentors. Unless the intention is to expose a darker side to the protagonists (for which I perceive no sign), the character seems to exist merely as comic relief, but comic relief with a distinctly nasty edge. When we know him only as an inept Peeping Tom at the waterside, it's easy to laugh, although the others' revenge seems a little over the top; when we discover that he is no chance-met stranger but André's colleague and regular sidekick, the continuing attacks rapidly cease to be very funny.<br /><br />But it is the images that remain. Beauty, nightmare, and dream.",True
negative,"This movie gets both a 6/10 rating from me, as well as a 9/10. Here is why: As a standard horror movie for the standard horror crowd, where action and gore and scares are taken into consideration, this movie WILL bore you. It's basically a family drama similar to what you'd see on the Lifetime channel, but put in a horror universe. The story and formula are age-old, retreaded hundreds of times. If you're looking for any originality in the plot structure or the minimal conflicts, you'll be disappointed. Take away the zombies and you'll have something just as melodramatic as A Beautiful Mind, tripping on cheese. This is the 6/10.<br /><br />However, the basic synopsis and idea is pretty original and over-the-top. It's literally something you and your friends would joke about when you're half-drunk . . . but that joke actually got a theatrical release. The idea gets a 9/10 from me. The only reason it isn't perfect is because they could have taken it even further, but they didn't.<br /><br />The mix of both is mixed. I thought it was funny, but as with most all comedies, it wasn't THAT funny. I had my mom and little sister watch it with me and the jokes we made about it were funnier than the jokes scripted. There were moments of utter genius, but there were also moments of pure boredom.<br /><br />I sincerely hope that other movies take this kind of over-the-top risk and original ideas. I just can't say it was perfect, or even near it, because of the lack of originality to the plot.<br /><br />A GREAT family movie. A great movie to watch with a bunch of guys (or girls). A great movie to watch with anyone . . . but if you watch it alone, it will be a bit boring. Other people always make this kind of movie funnier and richer.<br /><br />4/10",True
positive,"I had the TV on for a white noise companion and heard"" $400 for a fully furnished apartment"" So I ran into the TV room expecting another 70's flick and got much more. Luckily, I could rewind to the beginning (DVR buffer) and hit the record button to watch it entirely.(Cinemax uncut and in HD no less!) Aside from some holes in the story and intermittent improbable dialog/events, this is an effective thriller worthy of your time to watch. Pretty creepy and progressive at times: Beverly D'Angelo's character masturbates in front of Alison Parker, played adroitly by Cristina Raines, Parker stabs, in very gory fashion, her father, an explicit menage a trios scene.( don't let the kids watch) The film is TOTALLY 70's full of bad clothes(polyester suits and tacky ascots) and decor, bad hair,over bloated music score, and familiar looking cinematography. The cast is excellent, take a second on this film's home page to check it out.It was a surprise to see Christopher Walken, Jerry Orbach and Jeff Goldblum so young. Sylvia Miles- always wonderfully creepy! ENJOY!",True
positive,"So, Todd Sheets once stated that he considers his 1993, shot-on-video Z-epic, Zombie Bloodbath to be his first feature film. Anyone who's ever seen a little beauty called Zombie Rampage knows exactly how untrue that statement is. I mean, what makes this one that much more superior? Well, then again, Zombie Rampage doesn't include that mullet guy, now does it? <br /><br />For one to comprehend exactly why Zombie Bloodbath is actually considered worth a damn, one must remember what the 90's were like for lovers of bad horror. A decade that all but said goodbye to B and Z-cinema as we knew it. Technological advances, awkward trends, and the internet would abolish the mysterious charms of the s.o.v.'s big-boxed golden years. And anything remotely resembling quality schlock was all too self-aware for it's own good, basically defeating the purpose. Luckily, not everyone changes with the times. Enter Zombie Bloodbath.<br /><br />And I guess this is the part where I explain the same exact premise from 500 other zombie flicks from the last 40 years. Alright, so, Some kind of accident at a nuclear plant infects everyone in sight, turning them into flesh-eating zombies, who go on a rampage, inflicting some of the most gruesome, yet humorous gore-scenes of the 90's. The first 20 minutes are cluttered with the most awkward-sounding conversations you could imagine. Conversations that let you know that this isn't just a low-budget zombie flick, this is a Z-grade disasterpiece, fella. plenty Hysterical, non-existent acting to go around, and that goes triple for Mr. Mullet. That guy is truly the highlight of the night.<br /><br />The fact that Todd Sheets seriously considers Zombie Bloodbath to be THAT superior to Zombie Rampage, amuses me to no end. I mean really, both are complete jokes on celluloid, but then again, so is Redneck Zombies, so, obviously Todd Sheets is in the company of awsomeness. By 1993, a movie this bad would no doubt, be a full-blast spoof, but Mr. Sheets stands his ground, giving us some good old fashion schlock, the way it was meant to be, unaware, clueless, and pointless. God bless Todd Sheets. For anyone seeking surprisingly worthwhile 90's B-Horror, Leif Jonker's Darkness should be at the top of your list. As for Zombie Bloodbath, if you're a gorehound who got bored sometime around 1990, then '93 would be the perfect time to pick up. 8/10",True
negative,"While I count myself as a fan of the Babylon 5 television series, the original movie that introduced the series was a weak start. Although many of the elements that would later mature and become much more compelling in the series are there, the pace of The Gathering is slow, the makeup somewhat inadequate, and the plot confusing. Worse, the characterization in the premiere episode is poor. Although the ratings chart shows that many fans are willing to overlook these problems, I remember The Gathering almost turned me off off what soon grew into a spectacular series.",True
negative,"I won't waste a whole lot of time of this one because as far as I'm concerned it isn't really a movie to start with, just a careless mish-mash of borrowed footage and embarrassingly amateurish new footage made solely for the purpose of pasting the whole mess together and call it a ""Boogeyman"" sequel. Literally 80% of this film is stolen from its far superior predecessor ""The Boogeyman"", a film that the writers of this garbage apparently didn't even bother to watch because they couldn't even get actress Suzanna Love's original character's name (Lacy) right. And to add insult to injury the killer is invisible in the original footage and visible in the new footage, apparently they think their audience is as stupid as they are. 0 out of 10 and I wish IMDb's rating system went that low, the most callous and blatant attempt to rip off people's money I've even seen, YOU HAVE BEEN WARNED!",True
negative,"Absolutely awful movie. Utter waste of time.<br /><br />background music is so loud that you cannot understand speech. Well if you really listen closely, whatever they speak is actually unintelligible.<br /><br />Camera work is bad, editing is not present, background score gives a headache, action is shoddy, dialogs are unintelligible, Acting is abysmal and well Kareena used to look like a wrestler, now she looks like a starved wrestler. Hell you can slim down but you cannot gain grace.<br /><br />After spending three hours watching a movie I want to like it, but this movie would not even allow me that pleasure. <br /><br />Please if you want to torture yourself, go ahead watch this.",True
positive,"BEFORE THE DEVIL KNOWS YOU'RE DEAD starts off promisingly, setting up a simple heist that goes awry, told from varying perspectives (in RASHOMON style). At around the hour mark, Sidney Lumet transforms this film into something that is so much more than the sum of its parts; it eventually morphs into a multi-faceted family drama, exploring the full realm of human emotions/relations, as the story comes to its chilling climax.<br /><br />As is the case with Lumet, he manages to coax exceptional performances out of his star-studded cast, without any notion of over-acting or hyperbole. Philip Seymour Hoffman, in one of his best roles, is a complex, mysterious, and interesting character, and oftentimes dwarfs Ethan Hawke, who plays his brother, Hank. That's not to say that Hawke is not bad; in fact he is quite above adequate, in a troubled role that suits his style. Marisa Tomei is excellent for her relatively short appearance (the fact that she bares her flesh adds to this). Albert Finney's character (Andy and Hank's father) is the most intriguing, and in my opinion, he deserved a bit more screen-time. Amy Ryan also performs her job adequately.<br /><br />BEFORE THE DEVIL KNOWS YOU'RE DEAD is not an exceptional movie, but it proves that Lumet is still near the top of his game at the (apparent) twilight of an illustrious career. Many of his characteristics and trademarks appear here, not least of which involves the use of his characters. Infused with a killer script (no pun intended), smart dialogue and pacing, and a decent score, BEFORE THE DEVIL KNOWS YOU'RE DEAD is a must-see. A truly underrated gem. 8/10. 3 stars (out of 4). Should just enter my Top 250 at 248. Highly recommended.",True
positive,"ROLL is a wonderful little film. Toby Malone plays an 18 year old kid (very well acted, by the way) who is into soccer. Malone's cousin takes him out the night before his big game on an adventure with many twists and turns involving two gym bags, a drug lord, some tough bikers, some cops, and some prostitutes ... and the movie keeps us guessing as to which characters are on which side of the law, what the contents of either gym bag is, and even what gender a key biker is. Parts of it reminded me of LOCK STOCK AND TWO SMOKING Barrels.<br /><br />For me, ROLL reinforced three opinions that I already held before seeing ROLL. Those opinions are: 1. I really want to visit Australia one day. The country and cities are beautiful and it looks like such a cool place for a vacation.<br /><br />2. Some of the best filmmakers in the are Australian. The cinematography in ROLL was especially impressive. I loved the stylized colors and lighting in many of the scenes.<br /><br />3. Australian women are HOT!",True
negative,"Once again the same familiar story about a man (writer here) who sell his soul to the devil in order to have his most desired ambition in life: success. Unfunny script (we should ""go home and write better""), ridiculous lines in order to understand the ""strong"" ""Christmanish"" message (our only aspiration in life is to find love, respect and a good friendship) and a very long trial scene at the end where the agent Hopkins beat the devil (Jennifer Love Hewitt is no sexy or evil at all) for all the bad things she made to this unlikable character. Not bad efforts from the actors (Baldwin also as a director, Cattrall in a ""Sex and the City"" role again, Aykroyd with some funny lines in his limited role). P.S. Try also a not so popular film from Greece called ""Alloimono stous neous"", a brilliant adaptation of this myth (an old man give his soul to the devil to get back his youth)",True
positive,"Gordon Parks, the prolific black Life magazine photographer, made a true ticking-timebomb of a movie here - one that does not mess around! Based upon the true story of two NYC cops - later dubbed Batman and Robin - who singlehandedly employed radical tactics to clean up their precinct neighborhood of drugs, this is a cop-buddy movie before that term became a repetitive formula. Lightning paced, there is not one unimportant throwaway scene here.<br /><br />Man, early '70s NYC must have been a terrible place to be a police officer, from the looks of movies like this and ""Serpico."" These two cops start out as safety-division rookies, busting dealers in plainclothes in their spare time. But instead of receiving applause from the city police department, they receive nothing but resistance and antagonism from their peers. They have to singlehandedly navigate a minefield of police and legal corruption, boneheaded assignments meant to keep them from their work on the streets, ruthless drug kingpins, and a nasty ghetto neighborhood.<br /><br />Both David Selby and Ron Leibman are fantastic in the leads; part of the entertainment is watching Leibman's eyes darting around crazily in every scene in what is a flawless comic performance, and Selby's acting is low-key and wry. These two make all the comedy aspects of the story work - displaying a palpable frustration mixed with gutsy determination. Director Parks, who was already known for his coverage of controversial subjects in his photography, does not shy away from the grittiness of the story. Rather, the movie is uncompromising in portrayal of the toughness of the world of police and streets criminals that these two men inhabit. Adding to this realism is the fact that the real Hantz and Greenberg acted as technical advisors for the film, and even appear in surreal cameo roles as two fellow officers who ridicule the protagonists. It is a real tribute to the effectiveness of Parks' direction that he manages to perfectly balance this depressing mileu with bright comedy.<br /><br />Why has MGM/UA let this sit on the shelf for 30 years - barely giving it a home video or DVD release in the U.S? It is a minor masterpiece from the 1970s.",True
negative,"This movie had some andrenaline kickers, but it's an old story that simply could never happen. Navy protocols could never break down that much that a crew much less an XO could ever go that far against the Captain. I'll take Dr. Strangelove any day if I wish to see this plot. Sidenote--the US Navy did not support this film.",True
positive,"After high-school graduation, best friends Alice and Darlene, decide to take a trip to Thailand. Whilst they are there, they meet a charming Australian guy named Nick. After spending some time with Nick, he asks them if they want to take a weekend trip to Hong Kong with him. They agree. At the airport though, they are get busted for smuggling drugs and then get convicted for 33 years in a Thai prison for something they say they haven't done. Not really knowing what to do they end contacting Yankee Hank, an American lawyer who lives in Thailand with his wife. Word has it that if you have the money he can help you. Things start of well, but they still can't get out.<br /><br />The movie is really good because it doesn't let on what's going to happen and it's interesting all the time. I couldn't believe the ending though. It was one of those endings where you don't know the 100% truth, but you still kind of know what really happened with Nick and the drug smuggling because of the 'owning up' etc. <br /><br />Claire Danes and Kate Beckinsale both give quite good performances here. Beckinsales performance was a little weak though. Both Danes and Beckinsales characters friendship is good but could of seemed stronger. Paul Walker even has a small uncredited role here. ;)<br /><br />Anyway, I thought Brokedown Palace was a good movie and I give it a 7/10.",True
positive,I found this very touching as Spike and Heaton stay together all the way through this film not to say there isn't a few betrayals along the way. I thought the chase was put aside the relationship between the two was foreground I think. I had already guessed that there were so gay intentions on the part of Heaton. My favourite scene had to be the bit where Heaton and Spike were stuck in the marsh and Spike runs off I generally thought Spike wasn't coming back. I have to say that if it wasn't for our film studies teacher making us watch this I would have probably never seen it. Overall I thought this film was pretty good and I would recommend it to any person who is a fan of British made films.,True
